,dt,dt_iso,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description,Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Inj_code
3504,1645488000,2022-02-22 00:00:00 +0000 UTC,10.81,10.09,9.79,12.23,1030,82,2.46,0.895706,62,broken clouds,2022-02-22,0,0.0,0.646,0.0,None,3
3505,1645491600,2022-02-22 01:00:00 +0000 UTC,12.19,11.58,8.68,12.79,1030,81,2.74,0.895706,76,broken clouds,2022-02-22,1,0.0,0.631,0.0,None,3
3506,1645495200,2022-02-22 02:00:00 +0000 UTC,10.93,10.25,8.12,11.21,1030,83,2.76,0.895706,42,scattered clouds,2022-02-22,2,0.0,0.617,0.0,None,3
3507,1645498800,2022-02-22 03:00:00 +0000 UTC,10.03,9.28,7.57,12.23,1029,84,2.78,0.895706,23,few clouds,2022-02-22,3,0.0,0.596,0.0,None,3
3508,1645502400,2022-02-22 04:00:00 +0000 UTC,9.16,7.68,8.72,12.79,1029,85,2.72,0.895706,26,scattered clouds,2022-02-22,4,0.0,0.384,0.0,None,3
3509,1645506000,2022-02-22 05:00:00 +0000 UTC,10.91,10.25,7.01,11.21,1029,84,2.67,0.895706,3,sky is clear,2022-02-22,5,0.0,0.38,0.0,None,3
3510,1645509600,2022-02-22 06:00:00 +0000 UTC,9.47,8.1,7.01,10.66,1029,82,2.64,0.895706,0,sky is clear,2022-02-22,6,0.0,0.365,0.0,None,3
3526,1645567200,2022-02-22 22:00:00 +0000 UTC,12.3,11.44,9.72,15.67,1026,71,1.87,0.895706,0,sky is clear,2022-02-22,22,0.0,0.679,0.0,None,3
3527,1645570800,2022-02-22 23:00:00 +0000 UTC,12.82,12.09,11.45,15.11,1025,74,2.23,0.895706,8,sky is clear,2022-02-22,23,0.0,0.783,0.0,None,3
3528,1645574400,2022-02-23 00:00:00 +0000 UTC,14.01,13.27,9.79,14.72,1025,69,2.61,0.895706,74,broken clouds,2022-02-23,0,0.0,0.78,0.0,None,3
3529,1645578000,2022-02-23 01:00:00 +0000 UTC,13.19,12.21,9.23,13.72,1024,63,2.86,0.895706,86,overcast clouds,2022-02-23,1,0.0,0.765,0.0,None,3
3530,1645581600,2022-02-23 02:00:00 +0000 UTC,10.88,9.64,8.68,13.34,1024,62,2.87,0.895706,95,overcast clouds,2022-02-23,2,0.0,0.451,0.0,None,3
3531,1645585200,2022-02-23 03:00:00 +0000 UTC,11.31,10.04,8.12,11.72,1023,59,2.83,0.895706,99,overcast clouds,2022-02-23,3,0.0,0.367,0.0,None,3
3532,1645588800,2022-02-23 04:00:00 +0000 UTC,12.57,11.45,9.23,12.72,1023,60,3.01,0.895706,100,overcast clouds,2022-02-23,4,0.0,0.381,0.0,None,3
3533,1645592400,2022-02-23 05:00:00 +0000 UTC,13.61,12.57,8.68,13.72,1023,59,3.06,0.895706,100,overcast clouds,2022-02-23,5,0.0,0.379,0.0,None,3
3534,1645596000,2022-02-23 06:00:00 +0000 UTC,8.14,6.21,7.47,8.9,1023,61,3.11,0.895706,100,overcast clouds,2022-02-23,6,0.0,0.363,0.0,None,3
3550,1645653600,2022-02-23 22:00:00 +0000 UTC,11.74,11.11,9.72,15.11,1020,82,1.33,0.895706,100,overcast clouds,2022-02-23,22,0.0,0.561,0.0,None,3
3551,1645657200,2022-02-23 23:00:00 +0000 UTC,10.2,9.47,7.72,12.89,1020,84,1.11,0.895706,96,overcast clouds,2022-02-23,23,0.0,0.949,0.0,None,3
3552,1645660800,2022-02-24 00:00:00 +0000 UTC,9.37,8.69,7.72,11.77,1020,87,1.74,0.895706,94,overcast clouds,2022-02-24,0,0.0,1.078,0.0,None,3
3553,1645664400,2022-02-24 01:00:00 +0000 UTC,10.28,9.66,9.72,11.21,1020,88,1.8,0.895706,12,few clouds,2022-02-24,1,0.0,0.362,0.0,None,3
3554,1645668000,2022-02-24 02:00:00 +0000 UTC,8.7,8.02,7.72,10.1,1020,91,1.64,0.895706,87,overcast clouds,2022-02-24,2,0.0,0.36,0.0,None,3
3555,1645671600,2022-02-24 03:00:00 +0000 UTC,7.92,7.92,6.72,9.54,1020,92,1.24,0.895706,100,overcast clouds,2022-02-24,3,0.0,0.378,0.0,None,3
3556,1645675200,2022-02-24 04:00:00 +0000 UTC,5.71,4.81,4.8,8.99,1019,93,1.46,0.895706,100,overcast clouds,2022-02-24,4,0.0,0.379,0.0,None,3
3557,1645678800,2022-02-24 05:00:00 +0000 UTC,11.98,10.93,6.72,12.37,1019,65,1.26,0.895706,98,overcast clouds,2022-02-24,5,0.0,0.355,0.0,None,3
3558,1645682400,2022-02-24 06:00:00 +0000 UTC,7.26,6.51,6.72,8.43,1020,95,1.51,0.895706,88,overcast clouds,2022-02-24,6,0.0,0.364,0.0,None,3
3574,1645740000,2022-02-24 22:00:00 +0000 UTC,11.55,10.51,9.72,13.44,1022,67,2.97,0.895706,100,overcast clouds,2022-02-24,22,0.0,0.466,0.0,None,3
3575,1645743600,2022-02-24 23:00:00 +0000 UTC,10.53,9.41,8.72,12.79,1022,68,2.9,0.895706,99,overcast clouds,2022-02-24,23,0.0,0.464,0.0,None,3
3576,1645747200,2022-02-25 00:00:00 +0000 UTC,9.76,8.21,7.72,13.34,1022,66,3.02,0.895706,100,overcast clouds,2022-02-25,0,0.0,0.509,0.0,None,3
3577,1645750800,2022-02-25 01:00:00 +0000 UTC,10.14,8.96,8.68,13.34,1022,67,3.01,0.895706,95,overcast clouds,2022-02-25,1,0.0,0.541,0.0,None,3
3578,1645754400,2022-02-25 02:00:00 +0000 UTC,12.11,10.94,6.72,13.34,1022,60,3.22,0.895706,89,overcast clouds,2022-02-25,2,0.0,0.385,0.0,None,3
3579,1645758000,2022-02-25 03:00:00 +0000 UTC,11.74,10.54,7.57,12.32,1022,60,3.34,0.895706,86,overcast clouds,2022-02-25,3,0.0,0.264,0.0,None,3
3580,1645761600,2022-02-25 04:00:00 +0000 UTC,11.25,10.0,10.72,12.23,1022,60,3.25,0.895706,93,overcast clouds,2022-02-25,4,0.0,0.266,0.0,None,3
3581,1645765200,2022-02-25 05:00:00 +0000 UTC,10.71,9.4,10.7,11.68,1022,60,3.28,0.895706,96,overcast clouds,2022-02-25,5,0.0,0.263,0.0,None,3
3582,1645768800,2022-02-25 06:00:00 +0000 UTC,10.71,9.38,10.7,11.21,1023,59,3.6,0.895706,97,overcast clouds,2022-02-25,6,0.0,0.256,0.0,None,3
3598,1645826400,2022-02-25 22:00:00 +0000 UTC,12.58,11.28,10.9,14.0,1022,53,3.35,0.895706,100,overcast clouds,2022-02-25,22,0.0,0.563,0.0,None,3
3599,1645830000,2022-02-25 23:00:00 +0000 UTC,11.77,10.33,10.72,13.43,1022,51,3.36,0.895706,98,overcast clouds,2022-02-25,23,0.0,0.664,0.0,None,3
3600,1645833600,2022-02-26 00:00:00 +0000 UTC,11.64,10.22,10.72,12.88,1021,52,3.27,0.895706,45,scattered clouds,2022-02-26,0,0.0,0.474,0.0,None,3
3601,1645837200,2022-02-26 01:00:00 +0000 UTC,10.46,8.97,8.72,12.88,1021,54,3.34,0.895706,0,sky is clear,2022-02-26,1,0.0,0.55,0.0,None,3
3602,1645840800,2022-02-26 02:00:00 +0000 UTC,11.74,10.43,9.23,11.77,1021,56,3.31,0.895706,13,few clouds,2022-02-26,2,0.0,0.505,0.0,None,3
3603,1645844400,2022-02-26 03:00:00 +0000 UTC,11.74,10.48,7.57,11.77,1020,58,3.38,0.895706,22,few clouds,2022-02-26,3,0.0,0.458,0.0,None,3
3604,1645848000,2022-02-26 04:00:00 +0000 UTC,11.5,10.3,7.01,11.72,1020,61,3.37,0.895706,31,scattered clouds,2022-02-26,4,0.0,0.304,0.0,None,3
3605,1645851600,2022-02-26 05:00:00 +0000 UTC,10.73,9.48,6.45,11.12,1019,62,3.41,0.895706,43,scattered clouds,2022-02-26,5,0.0,1.092,0.0,None,3
3606,1645855200,2022-02-26 06:00:00 +0000 UTC,10.69,9.49,6.45,10.72,1019,64,3.26,0.895706,33,scattered clouds,2022-02-26,6,0.0,0.276,0.0,None,3
3622,1645912800,2022-02-26 22:00:00 +0000 UTC,11.75,10.86,10.57,12.33,1021,72,0.65,0.895706,19,few clouds,2022-02-26,22,0.0,0.546,0.0,None,3
3623,1645916400,2022-02-26 23:00:00 +0000 UTC,11.68,10.81,9.72,11.82,1021,73,0.63,0.895706,11,few clouds,2022-02-26,23,0.0,0.49,0.0,None,3
3624,1645920000,2022-02-27 00:00:00 +0000 UTC,11.21,10.32,10.34,11.26,1021,74,0.49,0.895706,20,few clouds,2022-02-27,0,0.0,0.434,0.0,None,3
3625,1645923600,2022-02-27 01:00:00 +0000 UTC,10.7,9.86,10.57,10.72,1022,78,0.5,0.895706,39,scattered clouds,2022-02-27,1,0.0,0.456,0.0,None,3
3626,1645927200,2022-02-27 02:00:00 +0000 UTC,10.7,9.86,10.57,10.72,1022,78,0.84,0.895706,41,scattered clouds,2022-02-27,2,0.0,0.457,0.0,None,3
3627,1645930800,2022-02-27 03:00:00 +0000 UTC,10.04,9.5,9.45,10.66,1021,92,1.86,0.895706,27,scattered clouds,2022-02-27,3,0.0,0.48,0.0,None,3
3628,1645934400,2022-02-27 04:00:00 +0000 UTC,9.84,9.84,9.23,10.1,1021,95,1.08,0.895706,20,few clouds,2022-02-27,4,0.0,0.419,0.0,None,3
3629,1645938000,2022-02-27 05:00:00 +0000 UTC,8.83,7.96,8.12,8.99,1021,96,1.85,0.895706,23,few clouds,2022-02-27,5,0.0,0.353,0.0,None,3
3630,1645941600,2022-02-27 06:00:00 +0000 UTC,8.02,7.28,7.01,8.43,1021,96,1.6,0.895706,19,few clouds,2022-02-27,6,0.0,0.284,0.0,None,3
3646,1645999200,2022-02-27 22:00:00 +0000 UTC,10.63,10.05,8.72,11.78,1024,88,1.27,0.895706,97,overcast clouds,2022-02-27,22,0.0,0.864,0.0,None,3
3647,1646002800,2022-02-27 23:00:00 +0000 UTC,10.61,10.05,8.72,11.22,1024,89,0.85,0.895706,92,overcast clouds,2022-02-27,23,0.0,0.656,0.0,None,3
3648,1646006400,2022-02-28 00:00:00 +0000 UTC,10.58,10.02,8.72,10.7,1025,89,0.77,0.12,58,light rain,2022-02-28,0,0.0,1.686,0.0,None,3
3649,1646010000,2022-02-28 01:00:00 +0000 UTC,11.03,10.43,7.72,11.26,1025,86,1.1,0.895706,55,broken clouds,2022-02-28,1,0.0,0.872,0.0,None,3
3650,1646013600,2022-02-28 02:00:00 +0000 UTC,10.5,9.9,7.72,10.7,1024,88,1.14,0.895706,82,broken clouds,2022-02-28,2,0.0,0.505,0.0,None,3
3651,1646017200,2022-02-28 03:00:00 +0000 UTC,9.99,9.99,7.72,10.15,1025,88,1.26,0.895706,99,overcast clouds,2022-02-28,3,0.0,0.312,0.0,None,3
3652,1646020800,2022-02-28 04:00:00 +0000 UTC,9.46,9.09,7.57,9.59,1024,88,1.45,0.895706,92,overcast clouds,2022-02-28,4,0.0,0.326,0.0,None,3
3653,1646024400,2022-02-28 05:00:00 +0000 UTC,10.42,9.71,6.72,10.7,1024,84,1.55,0.895706,97,overcast clouds,2022-02-28,5,0.0,0.321,0.0,None,3
3654,1646028000,2022-02-28 06:00:00 +0000 UTC,9.38,9.38,6.68,9.59,1025,85,1.24,0.895706,88,overcast clouds,2022-02-28,6,0.0,0.354,0.0,None,3
3670,1646085600,2022-02-28 22:00:00 +0000 UTC,14.53,13.94,12.79,14.59,1026,73,1.34,0.895706,100,overcast clouds,2022-02-28,22,0.0,0.545,0.0,None,3
3671,1646089200,2022-02-28 23:00:00 +0000 UTC,11.72,11.22,10.72,12.89,1026,87,1.57,0.895706,97,overcast clouds,2022-02-28,23,0.0,1.521,0.0,None,3
3672,1646092800,2022-03-01 00:00:00 +0000 UTC,11.36,10.88,10.72,12.89,1026,89,1.55,0.895706,77,broken clouds,2022-03-01,0,0.0,0.517,0.0,None,3
3673,1646096400,2022-03-01 01:00:00 +0000 UTC,11.17,10.67,10.72,12.01,1026,89,1.37,0.895706,91,overcast clouds,2022-03-01,1,0.0,0.439,0.0,None,3
3674,1646100000,2022-03-01 02:00:00 +0000 UTC,10.93,10.38,10.72,11.21,1026,88,1.29,0.19,99,light rain,2022-03-01,2,0.0,0.434,0.0,None,3
3675,1646103600,2022-03-01 03:00:00 +0000 UTC,10.35,9.71,9.72,11.21,1026,87,1.14,0.895706,99,overcast clouds,2022-03-01,3,0.0,0.262,0.0,None,3
3676,1646107200,2022-03-01 04:00:00 +0000 UTC,10.96,10.44,10.34,11.68,1026,89,0.96,0.895706,100,overcast clouds,2022-03-01,4,0.0,0.34,0.0,None,3
3677,1646110800,2022-03-01 05:00:00 +0000 UTC,11.73,11.15,10.34,11.82,1025,84,1.39,0.895706,100,overcast clouds,2022-03-01,5,0.0,0.283,0.0,None,3
3678,1646114400,2022-03-01 06:00:00 +0000 UTC,11.22,10.62,10.34,11.26,1026,85,1.45,0.895706,100,overcast clouds,2022-03-01,6,0.0,0.263,0.0,None,3
3694,1646172000,2022-03-01 22:00:00 +0000 UTC,10.7,10.25,10.57,10.72,1025,93,1.38,0.895706,60,broken clouds,2022-03-01,22,0.0,0.479,0.0,None,3
3695,1646175600,2022-03-01 23:00:00 +0000 UTC,10.67,10.25,9.23,10.7,1025,94,2.03,0.895706,66,broken clouds,2022-03-01,23,0.0,0.488,0.0,None,3
3696,1646179200,2022-03-02 00:00:00 +0000 UTC,10.06,9.58,8.72,10.15,1025,94,1.45,0.895706,67,broken clouds,2022-03-02,0,0.0,0.319,0.0,None,3
3697,1646182800,2022-03-02 01:00:00 +0000 UTC,10.05,9.57,8.72,10.15,1025,94,1.59,0.895706,72,broken clouds,2022-03-02,1,0.0,0.295,0.0,None,3
3698,1646186400,2022-03-02 02:00:00 +0000 UTC,9.04,8.28,8.9,9.23,1025,94,1.77,0.895706,70,broken clouds,2022-03-02,2,0.0,0.288,0.0,None,3
3699,1646190000,2022-03-02 03:00:00 +0000 UTC,9.04,8.51,8.9,9.23,1025,94,1.54,0.895706,70,broken clouds,2022-03-02,3,0.0,0.278,0.0,None,3
3700,1646193600,2022-03-02 04:00:00 +0000 UTC,8.96,8.25,7.72,9.79,1025,94,1.71,0.895706,95,overcast clouds,2022-03-02,4,0.0,0.252,0.0,None,3
3701,1646197200,2022-03-02 05:00:00 +0000 UTC,8.95,8.1,7.72,9.79,1025,94,1.85,0.895706,78,broken clouds,2022-03-02,5,0.0,0.248,0.0,None,3
3702,1646200800,2022-03-02 06:00:00 +0000 UTC,9.49,8.82,7.88,9.79,1025,94,1.75,0.12,61,light rain,2022-03-02,6,0.0,0.301,0.0,None,3
3718,1646258400,2022-03-02 22:00:00 +0000 UTC,11.34,10.75,9.79,12.72,1024,85,2.54,0.895706,100,overcast clouds,2022-03-02,22,0.0,0.408,0.0,None,3
3719,1646262000,2022-03-02 23:00:00 +0000 UTC,10.82,10.26,9.79,12.72,1023,88,2.9,0.895706,100,overcast clouds,2022-03-02,23,0.0,0.428,0.0,None,3
3720,1646265600,2022-03-03 00:00:00 +0000 UTC,10.77,10.17,9.79,11.78,1023,87,2.99,0.895706,100,overcast clouds,2022-03-03,0,0.0,0.425,0.0,None,3
3721,1646269200,2022-03-03 01:00:00 +0000 UTC,10.25,9.73,9.79,11.72,1022,92,3.55,0.11,100,light rain,2022-03-03,1,0.0,0.526,0.0,None,3
3722,1646272800,2022-03-03 02:00:00 +0000 UTC,10.19,9.69,9.79,10.72,1021,93,3.99,0.32,100,light rain,2022-03-03,2,0.0,0.33,0.0,None,3
3723,1646276400,2022-03-03 03:00:00 +0000 UTC,10.15,9.65,9.79,10.15,1020,93,4.07,0.69,100,light rain,2022-03-03,3,0.0,0.321,0.0,None,3
3724,1646280000,2022-03-03 04:00:00 +0000 UTC,10.15,9.65,9.79,10.57,1019,93,4.67,1.26,100,moderate rain,2022-03-03,4,0.0,0.28,0.0,None,3
3725,1646283600,2022-03-03 05:00:00 +0000 UTC,11.26,10.87,9.79,11.72,1018,93,3.52,1.98,100,moderate rain,2022-03-03,5,0.0,0.265,0.0,None,3
3726,1646287200,2022-03-03 06:00:00 +0000 UTC,11.27,10.88,11.21,11.72,1018,93,1.58,3.87,100,moderate rain,2022-03-03,6,0.0,0.261,0.0,None,3
3742,1646344800,2022-03-03 22:00:00 +0000 UTC,9.0,6.74,8.12,9.04,1025,71,4.06,0.895706,4,sky is clear,2022-03-03,22,0.0,0.375,0.0,None,3
3743,1646348400,2022-03-03 23:00:00 +0000 UTC,8.48,6.29,7.79,8.72,1025,75,3.7,0.895706,2,sky is clear,2022-03-03,23,0.0,0.403,0.0,None,3
3744,1646352000,2022-03-04 00:00:00 +0000 UTC,7.33,4.91,6.68,7.37,1025,82,3.65,0.895706,0,sky is clear,2022-03-04,0,0.0,0.387,0.0,None,3
3745,1646355600,2022-03-04 01:00:00 +0000 UTC,7.32,4.9,6.68,7.57,1024,79,3.64,0.895706,0,sky is clear,2022-03-04,1,0.0,0.33,0.0,None,3
3746,1646359200,2022-03-04 02:00:00 +0000 UTC,7.3,5.03,6.12,7.57,1025,77,3.38,0.895706,0,sky is clear,2022-03-04,2,0.0,0.315,0.0,None,3
3747,1646362800,2022-03-04 03:00:00 +0000 UTC,6.78,4.3,5.66,7.01,1025,81,3.54,0.895706,0,sky is clear,2022-03-04,3,0.0,0.298,0.0,None,3
3748,1646366400,2022-03-04 04:00:00 +0000 UTC,7.23,5.04,5.57,7.37,1025,74,3.22,0.895706,0,sky is clear,2022-03-04,4,0.0,0.289,0.0,None,3
3749,1646370000,2022-03-04 05:00:00 +0000 UTC,6.66,4.32,4.72,6.82,1025,77,3.27,0.895706,18,few clouds,2022-03-04,5,0.0,0.303,0.0,None,3
3750,1646373600,2022-03-04 06:00:00 +0000 UTC,6.71,4.45,4.45,6.82,1025,75,3.16,0.895706,28,scattered clouds,2022-03-04,6,0.0,0.301,0.0,None,3
3766,1646431200,2022-03-04 22:00:00 +0000 UTC,7.89,7.35,5.9,8.44,1023,79,1.41,0.895706,91,overcast clouds,2022-03-04,22,0.0,0.548,0.0,None,3
3767,1646434800,2022-03-04 23:00:00 +0000 UTC,7.83,7.19,5.34,8.44,1023,77,1.49,0.895706,93,overcast clouds,2022-03-04,23,0.0,0.814,0.0,None,3
3768,1646438400,2022-03-05 00:00:00 +0000 UTC,7.3,6.52,4.23,8.44,1022,75,1.54,0.895706,91,overcast clouds,2022-03-05,0,0.0,1.673,0.0,None,3
3769,1646442000,2022-03-05 01:00:00 +0000 UTC,6.82,5.88,6.68,6.82,1022,77,1.62,0.895706,78,broken clouds,2022-03-05,1,0.0,0.975,0.0,None,3
3770,1646445600,2022-03-05 02:00:00 +0000 UTC,7.31,6.57,3.68,7.37,1021,77,1.51,0.895706,78,broken clouds,2022-03-05,2,0.0,0.465,0.0,None,3
3771,1646449200,2022-03-05 03:00:00 +0000 UTC,6.74,6.74,3.68,6.82,1021,81,1.11,0.895706,77,broken clouds,2022-03-05,3,0.0,0.411,0.0,None,3
3772,1646452800,2022-03-05 04:00:00 +0000 UTC,6.16,6.16,3.68,6.26,1020,85,0.82,0.18,76,light rain,2022-03-05,4,0.0,0.363,0.0,None,3
3773,1646456400,2022-03-05 05:00:00 +0000 UTC,6.76,6.76,3.12,6.82,1019,82,1.01,0.21,51,light rain,2022-03-05,5,0.0,0.334,0.0,None,3
3774,1646460000,2022-03-05 06:00:00 +0000 UTC,6.02,6.02,3.12,6.72,1019,91,1.19,0.31,64,light rain,2022-03-05,6,0.0,0.312,0.0,None,3
3790,1646517600,2022-03-05 22:00:00 +0000 UTC,7.76,6.24,6.72,9.55,1016,74,2.41,0.895706,54,broken clouds,2022-03-05,22,0.0,0.342,0.0,None,3
3791,1646521200,2022-03-05 23:00:00 +0000 UTC,8.02,6.53,7.01,9.55,1017,77,2.43,0.895706,84,broken clouds,2022-03-05,23,0.0,0.446,0.0,None,3
3792,1646524800,2022-03-06 00:00:00 +0000 UTC,7.68,6.27,6.45,8.44,1017,79,2.25,0.895706,70,broken clouds,2022-03-06,0,0.0,1.189,0.0,None,3
3793,1646528400,2022-03-06 01:00:00 +0000 UTC,8.35,6.98,5.9,8.48,1017,65,2.35,0.895706,51,broken clouds,2022-03-06,1,0.0,1.339,0.0,None,3
3794,1646532000,2022-03-06 02:00:00 +0000 UTC,5.71,3.69,4.72,8.34,1017,83,2.56,0.895706,33,scattered clouds,2022-03-06,2,0.0,0.588,0.0,None,3
3795,1646535600,2022-03-06 03:00:00 +0000 UTC,6.24,4.29,4.79,7.79,1017,82,2.6,0.895706,22,few clouds,2022-03-06,3,0.0,0.356,0.0,None,3
3796,1646539200,2022-03-06 04:00:00 +0000 UTC,5.06,2.88,3.72,7.23,1017,81,2.61,0.895706,22,few clouds,2022-03-06,4,0.0,0.343,0.0,None,3
3797,1646542800,2022-03-06 05:00:00 +0000 UTC,5.06,2.95,3.72,7.23,1017,80,2.53,0.895706,13,few clouds,2022-03-06,5,0.0,0.252,0.0,None,3
3798,1646546400,2022-03-06 06:00:00 +0000 UTC,4.45,2.38,2.72,6.77,1017,79,2.35,0.895706,15,few clouds,2022-03-06,6,0.0,1.441,0.0,None,3
3814,1646604000,2022-03-06 22:00:00 +0000 UTC,7.84,6.04,6.72,9.0,1017,69,2.82,0.895706,0,sky is clear,2022-03-06,22,0.0,0.53,0.0,None,3
3815,1646607600,2022-03-06 23:00:00 +0000 UTC,8.1,6.41,6.45,9.0,1016,74,2.73,0.895706,0,sky is clear,2022-03-06,23,0.0,0.519,0.0,None,3
3816,1646611200,2022-03-07 00:00:00 +0000 UTC,6.56,4.75,5.34,7.88,1016,78,2.5,0.895706,4,sky is clear,2022-03-07,0,0.0,0.419,0.0,None,3
3817,1646614800,2022-03-07 01:00:00 +0000 UTC,6.64,5.05,4.79,7.88,1016,81,2.25,0.895706,10,sky is clear,2022-03-07,1,0.0,0.423,0.0,None,3
3818,1646618400,2022-03-07 02:00:00 +0000 UTC,5.75,4.48,4.23,7.32,1016,82,1.77,0.895706,26,scattered clouds,2022-03-07,2,0.0,0.272,0.0,None,3
3819,1646622000,2022-03-07 03:00:00 +0000 UTC,4.98,3.65,3.68,6.77,1015,84,1.72,0.895706,33,scattered clouds,2022-03-07,3,0.0,0.235,0.0,None,3
3820,1646625600,2022-03-07 04:00:00 +0000 UTC,4.17,2.4,2.72,6.21,1015,85,2.0,0.895706,33,scattered clouds,2022-03-07,4,0.0,0.251,0.0,None,3
3821,1646629200,2022-03-07 05:00:00 +0000 UTC,4.35,2.6,3.12,5.57,1014,86,2.01,0.895706,27,scattered clouds,2022-03-07,5,0.0,0.252,0.0,None,3
3822,1646632800,2022-03-07 06:00:00 +0000 UTC,3.57,1.75,2.72,5.57,1014,88,1.96,0.895706,5,sky is clear,2022-03-07,6,0.0,0.256,0.0,None,3
3838,1646690400,2022-03-07 22:00:00 +0000 UTC,9.59,7.29,9.23,9.72,1011,82,4.46,1.09,99,moderate rain,2022-03-07,22,0.0,0.66,0.0,None,3
3839,1646694000,2022-03-07 23:00:00 +0000 UTC,8.49,5.79,8.34,9.0,1011,88,4.78,0.93,100,light rain,2022-03-07,23,0.0,0.75,0.0,None,3
3840,1646697600,2022-03-08 00:00:00 +0000 UTC,7.93,4.93,7.79,8.12,1010,90,5.16,2.31,100,moderate rain,2022-03-08,0,0.0,0.527,0.0,None,3
3841,1646701200,2022-03-08 01:00:00 +0000 UTC,8.46,6.33,7.57,8.9,1011,91,3.57,1.95,99,moderate rain,2022-03-08,1,0.0,0.434,0.0,None,3
3842,1646704800,2022-03-08 02:00:00 +0000 UTC,9.02,7.04,8.43,9.04,1012,92,3.51,1.21,80,moderate rain,2022-03-08,2,0.0,0.263,0.0,None,3
3843,1646708400,2022-03-08 03:00:00 +0000 UTC,8.45,6.64,7.01,8.9,1012,92,3.01,0.73,43,light rain,2022-03-08,3,0.0,0.261,0.0,None,3
3844,1646712000,2022-03-08 04:00:00 +0000 UTC,8.58,7.32,7.01,10.72,1012,93,2.26,0.33,79,light rain,2022-03-08,4,0.0,0.256,0.0,None,3
3845,1646715600,2022-03-08 05:00:00 +0000 UTC,8.02,6.76,6.45,9.72,1013,93,2.14,0.55,87,light rain,2022-03-08,5,0.0,0.24,0.0,None,3
3846,1646719200,2022-03-08 06:00:00 +0000 UTC,8.02,6.42,6.45,9.72,1013,93,2.58,0.42,94,light rain,2022-03-08,6,0.0,0.243,0.0,None,3
3862,1646776800,2022-03-08 22:00:00 +0000 UTC,10.13,9.47,9.45,10.15,1019,87,2.47,0.895706,100,overcast clouds,2022-03-08,22,0.0,0.398,0.0,None,3
3863,1646780400,2022-03-08 23:00:00 +0000 UTC,9.57,8.29,8.68,9.59,1019,88,2.54,0.895706,100,overcast clouds,2022-03-08,23,0.0,0.403,0.0,None,3
3864,1646784000,2022-03-09 00:00:00 +0000 UTC,10.14,9.46,8.68,10.72,1019,86,2.52,0.895706,100,overcast clouds,2022-03-09,0,0.0,1.623,0.0,None,3
3865,1646787600,2022-03-09 01:00:00 +0000 UTC,10.14,9.4,8.99,10.72,1018,84,2.72,0.17,100,light rain,2022-03-09,1,0.0,0.682,0.0,None,3
3866,1646791200,2022-03-09 02:00:00 +0000 UTC,10.13,9.29,9.54,10.15,1018,80,2.93,0.895706,100,overcast clouds,2022-03-09,2,0.0,0.318,0.0,None,3
3867,1646794800,2022-03-09 03:00:00 +0000 UTC,10.16,9.32,9.54,10.72,1017,80,3.21,0.895706,98,overcast clouds,2022-03-09,3,0.0,0.274,0.0,None,3
3868,1646798400,2022-03-09 04:00:00 +0000 UTC,9.33,7.46,9.04,10.01,1016,88,3.44,0.59,96,light rain,2022-03-09,4,0.0,0.255,0.0,None,3
3869,1646802000,2022-03-09 05:00:00 +0000 UTC,9.22,7.31,9.04,10.72,1016,92,3.46,0.67,100,light rain,2022-03-09,5,0.0,0.251,0.0,None,3
3870,1646805600,2022-03-09 06:00:00 +0000 UTC,9.34,7.27,9.04,11.72,1016,93,3.83,0.85,100,light rain,2022-03-09,6,0.0,0.325,0.0,None,3
3886,1646863200,2022-03-09 22:00:00 +0000 UTC,9.52,9.52,8.72,10.11,1019,94,0.8,0.895706,52,broken clouds,2022-03-09,22,0.0,0.545,0.0,None,3
3887,1646866800,2022-03-09 23:00:00 +0000 UTC,9.6,9.6,9.54,10.11,1019,94,1.3,0.895706,55,broken clouds,2022-03-09,23,0.0,0.32,0.0,None,3
3888,1646870400,2022-03-10 00:00:00 +0000 UTC,9.62,9.28,8.68,10.67,1019,94,1.44,0.895706,77,broken clouds,2022-03-10,0,0.0,0.348,0.0,None,3
3889,1646874000,2022-03-10 01:00:00 +0000 UTC,9.69,9.69,8.68,10.72,1019,94,1.25,0.895706,85,overcast clouds,2022-03-10,1,0.0,0.28,0.0,None,3
3890,1646877600,2022-03-10 02:00:00 +0000 UTC,10.2,9.73,8.68,10.72,1019,94,1.24,0.895706,95,overcast clouds,2022-03-10,2,0.0,0.298,0.0,None,3
3891,1646881200,2022-03-10 03:00:00 +0000 UTC,10.67,10.25,8.68,10.72,1018,94,1.25,0.12,95,light rain,2022-03-10,3,0.0,0.275,0.0,None,3
3892,1646884800,2022-03-10 04:00:00 +0000 UTC,10.67,10.25,8.68,10.72,1018,94,1.53,0.15,100,light rain,2022-03-10,4,0.0,0.272,0.0,None,3
3893,1646888400,2022-03-10 05:00:00 +0000 UTC,11.15,10.78,8.68,11.26,1018,94,1.92,0.16,100,light rain,2022-03-10,5,0.0,0.263,0.0,None,3
3894,1646892000,2022-03-10 06:00:00 +0000 UTC,10.75,10.34,8.68,11.72,1017,94,2.09,0.19,100,light rain,2022-03-10,6,0.0,0.276,0.0,None,3
